id,lon,lat,taxonomy,number,night,structural,ADM2,ADM3,ADM4,desaID,use
INST_6240,110.832,-7.574,CR_LFINF-DUM_H:3,11,24,125000,Kota Surakarta,Pasar Kliwon,Kedung Lumbu,Kota Surakarta_Pasar Kliwon_Kedung Lumbu,residential
INST_6241,110.831,-7.581,CR_LFINF-DUM_H:3,6,14,73100,Kota Surakarta,Pasar Kliwon,Pasar Kliwon,Kota Surakarta_Pasar Kliwon_Pasar Kliwon,residential
INST_6242,110.839,-7.577,CR_LFINF-DUM_H:3,12,17,88800,Kota Surakarta,Pasar Kliwon,Sangkrah,Kota Surakarta_Pasar Kliwon_Sangkrah,residential
INST_6243,110.835,-7.587,CR_LFINF-DUM_H:3,30,20,104000,Kota Surakarta,Pasar Kliwon,Semanggi,Kota Surakarta_Pasar Kliwon_Semanggi,residential
INST_6244,110.835,-7.587,CR_LFINF-DUM_H:3,1,65,340000,Kota Surakarta,Pasar Kliwon,Semanggi,Kota Surakarta_Pasar Kliwon_Semanggi,residential
INST_6245,110.822,-7.587,CR_LFINF-DUM_H:3,9,27,141000,Kota Surakarta,Serengan,Danukusuman,Kota Surakarta_Serengan_Danukusuman,residential
INST_6246,110.819,-7.575,CR_LFINF-DUM_H:3,9,20,104000,Kota Surakarta,Serengan,Jayengan,Kota Surakarta_Serengan_Jayengan,residential
INST_6247,110.819,-7.575,CR_LFINF-DUM_H:3,1,32,167000,Kota Surakarta,Serengan,Jayengan,Kota Surakarta_Serengan_Jayengan,residential
INST_6248,110.821,-7.593,CR_LFINF-DUM_H:3,5,15,78400,Kota Surakarta,Serengan,Joyotakan,Kota Surakarta_Serengan_Joyotakan,residential
INST_6249,110.82,-7.572,CR_LFINF-DUM_H:3,8,21,110000,Kota Surakarta,Serengan,Kemlayan,Kota Surakarta_Serengan_Kemlayan,residential
INST_6250,110.818,-7.579,CR_LFINF-DUM_H:3,5,14,73100,Kota Surakarta,Serengan,Kratonan,Kota Surakarta_Serengan_Kratonan,residential
INST_6251,110.816,-7.584,CR_LFINF-DUH_H:3,1,129,674000,Kota Surakarta,Serengan,Serengan,Kota Surakarta_Serengan_Serengan,residential
INST_6252,110.816,-7.584,CR_LFINF-DUM_H:3,15,20,104000,Kota Surakarta,Serengan,Serengan,Kota Surakarta_Serengan_Serengan,residential
INST_6253,110.811,-7.579,CR_LFINF-DUM_H:3,19,24,125000,Kota Surakarta,Serengan,Tipes,Kota Surakarta_Serengan_Tipes,residential
INST_100,109.149,-6.858,CR_LFINF-DUH_H:3,5,481,393000,Kota Tegal,Tegal Timur,Panggung,Kota Tegal_Tegal Timur_Panggung,residential
INST_425,109.129,-6.854,CR_LFINF-DUH_H:3,2,206,421000,Kota Tegal,Tegal Barat,Tegalsari,Kota Tegal_Tegal Barat_Tegalsari,residential
INST_6449,109.092,-6.875,CR_LFINF-DUM_H:3,9,14,57200,Kota Tegal,Margadana,Cabawan,Kota Tegal_Margadana_Cabawan,residential
INST_6450,109.082,-6.874,CR_LFINF-DUM_H:3,15,17,69500,Kota Tegal,Margadana,Kaligangsa,Kota Tegal_Margadana_Kaligangsa,residential
INST_6451,109.104,-6.886,CR_LFINF-DUM_H:3,2,11,45000,Kota Tegal,Margadana,Kalinyamat Kulon,Kota Tegal_Margadana_Kalinyamat Kulon,residential
INST_6452,109.088,-6.873,CR_LFINF-DUM_H:3,3,13,53100,Kota Tegal,Margadana,Krandon,Kota Tegal_Margadana_Krandon,residential
INST_6453,109.1,-6.87,CR_LFINF-DUM_H:3,26,22,89900,Kota Tegal,Margadana,Margadana,Kota Tegal_Margadana_Margadana,residential
INST_6454,109.111,-6.864,CR_LFINF-DUM_H:3,4,14,57200,Kota Tegal,Margadana,Pesurungan Lor,Kota Tegal_Margadana_Pesurungan Lor,residential
INST_6455,109.108,-6.876,CR_LFINF-DUM_H:3,4,13,53100,Kota Tegal,Margadana,Sumurpanggang,Kota Tegal_Margadana_Sumurpanggang,residential
INST_6456,109.123,-6.877,CR_LFINF-DUM_H:3,2,13,53100,Kota Tegal,Tegal Barat,Debong Lor,Kota Tegal_Tegal Barat_Debong Lor,residential
INST_6457,109.125,-6.863,CR_LFINF-DUM_H:3,8,14,57200,Kota Tegal,Tegal Barat,Kraton,Kota Tegal_Tegal Barat_Kraton,residential
INST_6458,109.105,-6.851,CR_LFINF-DUM_H:3,8,12,49000,Kota Tegal,Tegal Barat,Muarareja,Kota Tegal_Tegal Barat_Muarareja,residential
INST_6459,109.13,-6.869,CR_LFINF-DUM_H:3,1,20,81700,Kota Tegal,Tegal Barat,Pekauman,Kota Tegal_Tegal Barat_Pekauman,residential
INST_6460,109.13,-6.869,CR_LFINF-DUM_H:3,1,55,225000,Kota Tegal,Tegal Barat,Pekauman,Kota Tegal_Tegal Barat_Pekauman,residential
INST_6461,109.116,-6.872,CR_LFINF-DUM_H:3,2,11,45000,Kota Tegal,Tegal Barat,Pesurungan Kidul,Kota Tegal_Tegal Barat_Pesurungan Kidul,residential
INST_6462,109.129,-6.854,CR_LFINF-DUM_H:3,7,20,81700,Kota Tegal,Tegal Barat,Tegalsari,Kota Tegal_Tegal Barat_Tegalsari,residential
INST_6463,109.118,-6.894,CR_LFINF-DUM_H:3,3,14,57200,Kota Tegal,Tegal Selatan,Bandung,Kota Tegal_Tegal Selatan_Bandung,residential
INST_6464,109.121,-6.882,CR_LFINF-DUM_H:3,4,12,49000,Kota Tegal,Tegal Selatan,Debong Kulon,Kota Tegal_Tegal Selatan_Debong Kulon,residential
INST_6465,109.129,-6.889,CR_LFINF-DUM_H:3,6,12,49000,Kota Tegal,Tegal Selatan,Debong Tengah,Kota Tegal_Tegal Selatan_Debong Tengah,residential
INST_6466,109.11,-6.893,CR_LFINF-DUM_H:3,13,17,69500,Kota Tegal,Tegal Selatan,Kalinyamat Wetan,Kota Tegal_Tegal Selatan_Kalinyamat Wetan,residential
INST_6467,109.115,-6.883,CR_LFINF-DUM_H:3,3,14,57200,Kota Tegal,Tegal Selatan,Keturen,Kota Tegal_Tegal Selatan_Keturen,residential
INST_6468,109.132,-6.878,CR_LFINF-DUM_H:3,8,13,53100,Kota Tegal,Tegal Selatan,Randugunting,Kota Tegal_Tegal Selatan_Randugunting,residential
INST_6469,109.118,-6.889,CR_LFINF-DUM_H:3,3,14,57200,Kota Tegal,Tegal Selatan,Tunon,Kota Tegal_Tegal Selatan_Tunon,residential
INST_6470,109.139,-6.879,CR_LFINF-DUM_H:3,4,20,81700,Kota Tegal,Tegal Timur,Kejambon,Kota Tegal_Tegal Timur_Kejambon,residential
INST_6471,109.139,-6.879,CR_LFINF-DUM_H:3,1,32,131000,Kota Tegal,Tegal Timur,Kejambon,Kota Tegal_Tegal Timur_Kejambon,residential
INST_6472,109.138,-6.87,CR_LFINF-DUM_H:3,2,20,81700,Kota Tegal,Tegal Timur,Mangkukusuman,Kota Tegal_Tegal Timur_Mangkukusuman,residential
INST_6473,109.138,-6.87,CR_LFINF-DUM_H:3,1,30,123000,Kota Tegal,Tegal Timur,Mangkukusuman,Kota Tegal_Tegal Timur_Mangkukusuman,residential
INST_6474,109.142,-6.855,CR_LFINF-DUM_H:3,11,20,81700,Kota Tegal,Tegal Timur,Mintaragen,Kota Tegal_Tegal Timur_Mintaragen,residential
INST_6475,109.149,-6.858,CR_LFINF-DUM_H:3,11,20,81700,Kota Tegal,Tegal Timur,Panggung,Kota Tegal_Tegal Timur_Panggung,residential
INST_6476,109.149,-6.858,CR_LFINF-DUM_H:3,2,65,266000,Kota Tegal,Tegal Timur,Panggung,Kota Tegal_Tegal Timur_Panggung,residential
INST_6477,109.144,-6.878,CR_LFINF-DUM_H:3,6,20,81700,Kota Tegal,Tegal Timur,Slerok,Kota Tegal_Tegal Timur_Slerok,residential
INST_6478,109.144,-6.878,CR_LFINF-DUM_H:3,1,80,327000,Kota Tegal,Tegal Timur,Slerok,Kota Tegal_Tegal Timur_Slerok,residential
INST_153,110.918,-6.809,CR_LFINF-DUM_H:3,12,403,398000,Kudus,Jekulo,Jekulo,Kudus_Jekulo_Jekulo,residential
INST_154,110.838,-6.8,CR_LFINF-DUM_H:3,16,374,370000,Kudus,Kota Kudus,Kajeksan,Kudus_Kota Kudus_Kajeksan,residential
INST_247,110.831,-6.818,CR_LFINF-DUM_H:3,3,336,443000,Kudus,Jati,Ploso,Kudus_Jati_Ploso,residential
INST_248,110.837,-6.796,CR_LFINF-DUM_H:3,9,256,337000,Kudus,Kota Kudus,Krandon,Kudus_Kota Kudus_Krandon,residential
INST_430,110.839,-6.806,CR_LFINF-DUM_H:3,2,176,348000,Kudus,Kota Kudus,Demaan,Kudus_Kota Kudus_Demaan,residential
INST_431,110.83,-6.806,CR_LFINF-DUM_H:3,4,176,348000,Kudus,Kota Kudus,Janggalan,Kudus_Kota Kudus_Janggalan,residential
INST_432,110.843,-6.791,CR_LFINF-DUM_H:3,2,168,332000,Kudus,Kota Kudus,Singocandi,Kudus_Kota Kudus_Singocandi,residential
INST_6544,110.857,-6.786,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Bae,Bacin,Kudus_Bae_Bacin,residential
INST_6545,110.854,-6.764,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Bae,Bae,Kudus_Bae_Bae,residential
INST_6546,110.869,-6.798,MCF_LWAL-DUM_H:2,4,11,42300,Kudus,Bae,Dersalam,Kudus_Bae_Dersalam,residential
INST_6547,110.87,-6.772,MCF_LWAL-DUM_H:2,7,14,53900,Kudus,Bae,Gondang Manis,Kudus_Bae_Gondang Manis,residential
INST_6548,110.88,-6.799,CR_LFINF-DUL_H:3,4,41,162000,Kudus,Bae,Ngembal Rejo,Kudus_Bae_Ngembal Rejo,residential
INST_6549,110.88,-6.799,MCF_LWAL-DUM_H:2,30,20,77000,Kudus,Bae,Ngembal Rejo,Kudus_Bae_Ngembal Rejo,residential
INST_6550,110.847,-6.78,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Bae,Panjang,Kudus_Bae_Panjang,residential
INST_6551,110.861,-6.795,MCF_LWAL-DUM_H:2,1,13,50000,Kudus,Bae,Pedawang,Kudus_Bae_Pedawang,residential
INST_6552,110.838,-6.779,MCF_LWAL-DUM_H:2,2,12,46200,Kudus,Bae,Peganjaran,Kudus_Bae_Peganjaran,residential
INST_6553,110.853,-6.777,MCF_LWAL-DUM_H:2,1,12,46200,Kudus,Bae,Purworejo,Kudus_Bae_Purworejo,residential
INST_6554,110.862,-6.744,MCF_LWAL-DUM_H:2,6,22,84700,Kudus,Dawe,Cendono,Kudus_Dawe_Cendono,residential
INST_6555,110.899,-6.66,MCF_LWAL-DUM_H:2,1,14,53900,Kudus,Dawe,Colo,Kudus_Dawe_Colo,residential
INST_6556,110.889,-6.678,MCF_LWAL-DUM_H:2,1,12,46200,Kudus,Dawe,Kajar,Kudus_Dawe_Kajar,residential
INST_6557,110.912,-6.734,MCF_LWAL-DUM_H:2,3,12,46200,Kudus,Dawe,Kandang Mas,Kudus_Dawe_Kandang Mas,residential
INST_6558,110.884,-6.727,MCF_LWAL-DUM_H:2,4,26,1.00E+05,Kudus,Dawe,Lau,Kudus_Dawe_Lau,residential
INST_6559,110.886,-6.753,MCF_LWAL-DUM_H:2,2,11,42300,Kudus,Dawe,Margorejo,Kudus_Dawe_Margorejo,residential
INST_6560,110.875,-6.718,CR_LFINF-DUL_H:3,2,49,194000,Kudus,Dawe,Piji,Kudus_Dawe_Piji,residential
INST_6561,110.875,-6.718,MCF_LWAL-DUM_H:2,0,20,77000,Kudus,Dawe,Piji,Kudus_Dawe_Piji,residential
INST_6562,110.858,-6.732,MCF_LWAL-DUM_H:2,2,12,46200,Kudus,Dawe,Samirejo,Kudus_Dawe_Samirejo,residential
INST_6563,110.841,-6.757,MCF_LWAL-DUM_H:2,8,12,46200,Kudus,Gebog,Besito,Kudus_Gebog_Besito,residential
INST_6564,110.807,-6.764,MCF_LWAL-DUM_H:2,6,24,92400,Kudus,Gebog,Getasrabi,Kudus_Gebog_Getasrabi,residential
INST_6565,110.843,-6.727,CR_LFINF-DUL_H:3,2,68,269000,Kudus,Gebog,Gondosari,Kudus_Gebog_Gondosari,residential
INST_6566,110.843,-6.727,MCF_LWAL-DUM_H:2,16,20,77000,Kudus,Gebog,Gondosari,Kudus_Gebog_Gondosari,residential
INST_6567,110.826,-6.786,MCF_LWAL-DUM_H:2,2,12,46200,Kudus,Gebog,Gribig,Kudus_Gebog_Gribig,residential
INST_6568,110.85,-6.738,CR_LFINF-DUL_H:3,1,47,186000,Kudus,Gebog,Jurang,Kudus_Gebog_Jurang,residential
INST_6569,110.85,-6.738,MCF_LWAL-DUM_H:2,6,20,77000,Kudus,Gebog,Jurang,Kudus_Gebog_Jurang,residential
INST_6570,110.833,-6.767,CR_LFINF-DUM_H:3,1,110,435000,Kudus,Gebog,Karang Malang,Kudus_Gebog_Karang Malang,residential
INST_6571,110.833,-6.767,MCF_LWAL-DUM_H:2,5,20,77000,Kudus,Gebog,Karang Malang,Kudus_Gebog_Karang Malang,residential
INST_6572,110.832,-6.719,MCF_LWAL-DUM_H:2,1,22,84700,Kudus,Gebog,Kedungsari,Kudus_Gebog_Kedungsari,residential
INST_6573,110.819,-6.774,MCF_LWAL-DUM_H:2,9,13,50000,Kudus,Gebog,Klumpit,Kudus_Gebog_Klumpit,residential
INST_6574,110.847,-6.69,CR_LFINF-DUL_H:3,1,40,158000,Kudus,Gebog,Menawan,Kudus_Gebog_Menawan,residential
INST_6575,110.847,-6.69,MCF_LWAL-DUM_H:2,1,20,77000,Kudus,Gebog,Menawan,Kudus_Gebog_Menawan,residential
INST_6576,110.818,-6.756,MCF_LWAL-DUM_H:2,5,16,61600,Kudus,Gebog,Padurenan,Kudus_Gebog_Padurenan,residential
INST_6577,110.84,-6.824,MCF_LWAL-DUM_H:2,12,15,57700,Kudus,Jati,Getas Pejaten,Kudus_Jati_Getas Pejaten,residential
INST_6578,110.827,-6.829,CR_LFINF-DUL_H:3,1,62,245000,Kudus,Jati,Jati Kulon,Kudus_Jati_Jati Kulon,residential
INST_6579,110.827,-6.829,MCF_LWAL-DUM_H:2,9,20,77000,Kudus,Jati,Jati Kulon,Kudus_Jati_Jati Kulon,residential
INST_6580,110.824,-6.84,CR_LFINF-DUL_H:3,1,65,257000,Kudus,Jati,Jati Wetan,Kudus_Jati_Jati Wetan,residential
INST_6581,110.824,-6.84,CR_LFINF-DUM_H:3,1,103,407000,Kudus,Jati,Jati Wetan,Kudus_Jati_Jati Wetan,residential
INST_6582,110.824,-6.84,MCF_LWAL-DUM_H:2,5,20,77000,Kudus,Jati,Jati Wetan,Kudus_Jati_Jati Wetan,residential
INST_6583,110.859,-6.825,MCF_LWAL-DUM_H:2,5,12,46200,Kudus,Jati,Jepang Pakis,Kudus_Jati_Jepang Pakis,residential
INST_6584,110.834,-6.841,CR_LFINF-DUL_H:3,1,38,150000,Kudus,Jati,Jetis Kapuan,Kudus_Jati_Jetis Kapuan,residential
INST_6585,110.834,-6.841,MCF_LWAL-DUM_H:2,2,20,77000,Kudus,Jati,Jetis Kapuan,Kudus_Jati_Jetis Kapuan,residential
INST_6586,110.844,-6.832,MCF_LWAL-DUM_H:2,2,11,42300,Kudus,Jati,Loram Kulon,Kudus_Jati_Loram Kulon,residential
INST_6587,110.851,-6.834,MCF_LWAL-DUM_H:2,6,13,50000,Kudus,Jati,Loram Wetan,Kudus_Jati_Loram Wetan,residential
INST_6588,110.881,-6.811,MCF_LWAL-DUM_H:2,2,16,61600,Kudus,Jati,Ngembal Kulon,Kudus_Jati_Ngembal Kulon,residential
INST_6589,110.814,-6.828,CR_LFINF-DUL_H:3,1,30,119000,Kudus,Jati,Pasuruhan Lor,Kudus_Jati_Pasuruhan Lor,residential
INST_6590,110.814,-6.828,MCF_LWAL-DUM_H:2,8,20,77000,Kudus,Jati,Pasuruhan Lor,Kudus_Jati_Pasuruhan Lor,residential
INST_6591,110.831,-6.818,CR_LFINF-DUL_H:3,1,65,257000,Kudus,Jati,Ploso,Kudus_Jati_Ploso,residential
INST_6592,110.831,-6.818,MCF_LWAL-DUM_H:2,7,20,77000,Kudus,Jati,Ploso,Kudus_Jati_Ploso,residential
INST_6593,110.847,-6.851,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Jati,Tanjung Karang,Kudus_Jati_Tanjung Karang,residential
INST_6594,110.868,-6.809,CR_LFINF-DUM_H:3,1,141,558000,Kudus,Jati,Tumpang Krasak,Kudus_Jati_Tumpang Krasak,residential
INST_6595,110.868,-6.809,MCF_LWAL-DUM_H:2,5,20,77000,Kudus,Jati,Tumpang Krasak,Kudus_Jati_Tumpang Krasak,residential
INST_6596,110.928,-6.839,CR_LFINF-DUL_H:3,1,42,166000,Kudus,Jekulo,Bulung Cangkring,Kudus_Jekulo_Bulung Cangkring,residential
INST_6597,110.928,-6.839,MCF_LWAL-DUM_H:2,1,20,77000,Kudus,Jekulo,Bulung Cangkring,Kudus_Jekulo_Bulung Cangkring,residential
INST_6598,110.947,-6.834,MCF_LWAL-DUM_H:2,4,12,46200,Kudus,Jekulo,Bulung Kulon,Kudus_Jekulo_Bulung Kulon,residential
INST_6599,110.901,-6.796,MCF_LWAL-DUM_H:2,8,13,50000,Kudus,Jekulo,Hadipolo,Kudus_Jekulo_Hadipolo,residential
INST_6600,110.898,-6.773,MCF_LWAL-DUM_H:2,4,14,53900,Kudus,Jekulo,Honggosoco,Kudus_Jekulo_Honggosoco,residential
INST_6601,110.918,-6.809,CR_LFINF-DUL_H:3,5,65,257000,Kudus,Jekulo,Jekulo,Kudus_Jekulo_Jekulo,residential
INST_6602,110.918,-6.809,MCF_LWAL-DUM_H:2,14,20,77000,Kudus,Jekulo,Jekulo,Kudus_Jekulo_Jekulo,residential
INST_6603,110.93,-6.779,MCF_LWAL-DUM_H:2,4,11,42300,Kudus,Jekulo,Klaling,Kudus_Jekulo_Klaling,residential
INST_6604,110.937,-6.808,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Jekulo,Pladen,Kudus_Jekulo_Pladen,residential
INST_6605,110.956,-6.82,CR_LFINF-DUM_H:3,1,135,534000,Kudus,Jekulo,Sidomulyo,Kudus_Jekulo_Sidomulyo,residential
INST_6606,110.956,-6.82,MCF_LWAL-DUM_H:2,0,20,77000,Kudus,Jekulo,Sidomulyo,Kudus_Jekulo_Sidomulyo,residential
INST_6607,110.921,-6.767,MCF_LWAL-DUM_H:2,5,16,61600,Kudus,Jekulo,Tanjung Rejo,Kudus_Jekulo_Tanjung Rejo,residential
INST_6608,110.943,-6.786,MCF_LWAL-DUM_H:2,2,14,53900,Kudus,Jekulo,Terban,Kudus_Jekulo_Terban,residential
INST_6609,110.831,-6.794,CR_LFINF-DUL_H:3,4,90,356000,Kudus,Kaliwungu,Bakalan Krapyak,Kudus_Kaliwungu_Bakalan Krapyak,residential
INST_6610,110.831,-6.794,MCF_LWAL-DUM_H:2,6,20,77000,Kudus,Kaliwungu,Bakalan Krapyak,Kudus_Kaliwungu_Bakalan Krapyak,residential
INST_6611,110.774,-6.797,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Kaliwungu,Banget,Kudus_Kaliwungu_Banget,residential
INST_6612,110.778,-6.784,MCF_LWAL-DUM_H:2,3,12,46200,Kudus,Kaliwungu,Gamong,Kudus_Kaliwungu_Gamong,residential
INST_6613,110.81,-6.797,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Kaliwungu,Garung Lor,Kudus_Kaliwungu_Garung Lor,residential
INST_6614,110.794,-6.773,MCF_LWAL-DUM_H:2,8,13,50000,Kudus,Kaliwungu,Kaliwungu,Kudus_Kaliwungu_Kaliwungu,residential
INST_6615,110.79,-6.795,MCF_LWAL-DUM_H:2,2,12,46200,Kudus,Kaliwungu,Kedung Dowo,Kudus_Kaliwungu_Kedung Dowo,residential
INST_6616,110.8,-6.787,MCF_LWAL-DUM_H:2,2,11,42300,Kudus,Kaliwungu,Mijen,Kudus_Kaliwungu_Mijen,residential
INST_6617,110.786,-6.763,MCF_LWAL-DUM_H:2,3,11,42300,Kudus,Kaliwungu,Papringan,Kudus_Kaliwungu_Papringan,residential
INST_6618,110.819,-6.807,CR_LFINF-DUL_H:3,1,54,214000,Kudus,Kaliwungu,Prambatan Kidul,Kudus_Kaliwungu_Prambatan Kidul,residential
INST_6619,110.819,-6.807,MCF_LWAL-DUM_H:2,6,20,77000,Kudus,Kaliwungu,Prambatan Kidul,Kudus_Kaliwungu_Prambatan Kidul,residential
INST_6620,110.813,-6.804,MCF_LWAL-DUM_H:2,10,12,46200,Kudus,Kaliwungu,Prambatan Lor,Kudus_Kaliwungu_Prambatan Lor,residential
INST_6621,110.79,-6.812,MCF_LWAL-DUM_H:2,2,12,46200,Kudus,Kaliwungu,Setrokalangan,Kudus_Kaliwungu_Setrokalangan,residential
INST_6622,110.776,-6.775,MCF_LWAL-DUM_H:2,3,11,42300,Kudus,Kaliwungu,Sidorekso,Kudus_Kaliwungu_Sidorekso,residential
INST_6623,110.845,-6.804,MCF_LWAL-DUM_H:2,3,21,80800,Kudus,Kota Kudus,Barongan,Kudus_Kota Kudus_Barongan,residential
INST_6624,110.851,-6.8,MCF_LWAL-DUM_H:2,1,14,53900,Kudus,Kota Kudus,Burikan,Kudus_Kota Kudus_Burikan,residential
INST_6625,110.83,-6.801,CR_LFINF-DUL_H:3,4,87,344000,Kudus,Kota Kudus,Damaran,Kudus_Kota Kudus_Damaran,residential
INST_6626,110.83,-6.801,MCF_LWAL-DUM_H:2,4,20,77000,Kudus,Kota Kudus,Damaran,Kudus_Kota Kudus_Damaran,residential
INST_6627,110.839,-6.806,CR_LFINF-DUL_H:3,1,65,257000,Kudus,Kota Kudus,Demaan,Kudus_Kota Kudus_Demaan,residential
INST_6628,110.839,-6.806,MCF_LWAL-DUM_H:2,4,20,77000,Kudus,Kota Kudus,Demaan,Kudus_Kota Kudus_Demaan,residential
INST_6629,110.834,-6.808,MCF_LWAL-DUM_H:2,2,15,57700,Kudus,Kota Kudus,Demangan,Kudus_Kota Kudus_Demangan,residential
INST_6630,110.843,-6.803,MCF_LWAL-DUM_H:2,3,13,50000,Kudus,Kota Kudus,Glantengan,Kudus_Kota Kudus_Glantengan,residential
INST_6631,110.83,-6.806,CR_LFINF-DUL_H:3,1,65,257000,Kudus,Kota Kudus,Janggalan,Kudus_Kota Kudus_Janggalan,residential
INST_6632,110.83,-6.806,MCF_LWAL-DUM_H:2,1,20,77000,Kudus,Kota Kudus,Janggalan,Kudus_Kota Kudus_Janggalan,residential
INST_6633,110.838,-6.8,CR_LFINF-DUL_H:3,3,65,257000,Kudus,Kota Kudus,Kajeksan,Kudus_Kota Kudus_Kajeksan,residential
INST_6634,110.838,-6.8,MCF_LWAL-DUM_H:2,3,20,77000,Kudus,Kota Kudus,Kajeksan,Kudus_Kota Kudus_Kajeksan,residential
INST_6635,110.832,-6.804,MCF_LWAL-DUM_H:2,2,13,50000,Kudus,Kota Kudus,Kauman,Kudus_Kota Kudus_Kauman,residential
INST_6636,110.833,-6.802,CR_LFINF-DUL_H:3,2,87,344000,Kudus,Kota Kudus,Kerjasan,Kudus_Kota Kudus_Kerjasan,residential
INST_6637,110.833,-6.802,MCF_LWAL-DUM_H:2,8,20,77000,Kudus,Kota Kudus,Kerjasan,Kudus_Kota Kudus_Kerjasan,residential
INST_6638,110.847,-6.807,MCF_LWAL-DUM_H:2,2,22,84700,Kudus,Kota Kudus,Kramat,Kudus_Kota Kudus_Kramat,residential
INST_6639,110.837,-6.796,CR_LFINF-DUL_H:3,4,65,257000,Kudus,Kota Kudus,Krandon,Kudus_Kota Kudus_Krandon,residential
INST_6640,110.837,-6.796,MCF_LWAL-DUM_H:2,5,20,77000,Kudus,Kota Kudus,Krandon,Kudus_Kota Kudus_Krandon,residential
INST_6641,110.835,-6.803,CR_LFINF-DUM_H:3,3,127,502000,Kudus,Kota Kudus,Langgar Dalem,Kudus_Kota Kudus_Langgar Dalem,residential
INST_6642,110.835,-6.803,MCF_LWAL-DUM_H:2,5,20,77000,Kudus,Kota Kudus,Langgar Dalem,Kudus_Kota Kudus_Langgar Dalem,residential
INST_6643,110.856,-6.815,MCF_LWAL-DUM_H:2,4,15,57700,Kudus,Kota Kudus,Mlati Kidul,Kudus_Kota Kudus_Mlati Kidul,residential
INST_6644,110.854,-6.81,CR_LFINF-DUL_H:3,1,75,297000,Kudus,Kota Kudus,Mlati Lor,Kudus_Kota Kudus_Mlati Lor,residential
INST_6645,110.854,-6.81,MCF_LWAL-DUM_H:2,11,20,77000,Kudus,Kota Kudus,Mlati Lor,Kudus_Kota Kudus_Mlati Lor,residential
INST_6646,110.859,-6.81,MCF_LWAL-DUM_H:2,8,14,53900,Kudus,Kota Kudus,Mlati Norowito,Kudus_Kota Kudus_Mlati Norowito,residential
INST_6647,110.84,-6.813,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Kota Kudus,Panjunan,Kudus_Kota Kudus_Panjunan,residential
INST_6648,110.826,-6.809,CR_LFINF-DUL_H:3,2,96,380000,Kudus,Kota Kudus,Purwosari,Kudus_Kota Kudus_Purwosari,residential
INST_6649,110.826,-6.809,MCF_LWAL-DUM_H:2,8,20,77000,Kudus,Kota Kudus,Purwosari,Kudus_Kota Kudus_Purwosari,residential
INST_6650,110.858,-6.802,MCF_LWAL-DUM_H:2,10,27,104000,Kudus,Kota Kudus,Rendeng,Kudus_Kota Kudus_Rendeng,residential
INST_6651,110.843,-6.791,CR_LFINF-DUL_H:3,3,65,257000,Kudus,Kota Kudus,Singocandi,Kudus_Kota Kudus_Singocandi,residential
INST_6652,110.843,-6.791,MCF_LWAL-DUM_H:2,5,20,77000,Kudus,Kota Kudus,Singocandi,Kudus_Kota Kudus_Singocandi,residential
INST_6653,110.834,-6.812,CR_LFINF-DUL_H:3,1,38,150000,Kudus,Kota Kudus,Sunggingan,Kudus_Kota Kudus_Sunggingan,residential
INST_6654,110.834,-6.812,MCF_LWAL-DUM_H:2,10,20,77000,Kudus,Kota Kudus,Sunggingan,Kudus_Kota Kudus_Sunggingan,residential
INST_6655,110.845,-6.814,MCF_LWAL-DUM_H:2,13,16,61600,Kudus,Kota Kudus,Wergu Kulon,Kudus_Kota Kudus_Wergu Kulon,residential
INST_6656,110.848,-6.815,MCF_LWAL-DUM_H:2,12,22,84700,Kudus,Kota Kudus,Wergu Wetan,Kudus_Kota Kudus_Wergu Wetan,residential
INST_6657,110.894,-6.817,MCF_LWAL-DUM_H:2,1,12,46200,Kudus,Mejobo,Golantepus,Kudus_Mejobo_Golantepus,residential
INST_6658,110.861,-6.847,MCF_LWAL-DUM_H:2,3,18,69300,Kudus,Mejobo,Gulang,Kudus_Mejobo_Gulang,residential
INST_6659,110.907,-6.823,MCF_LWAL-DUM_H:2,2,11,42300,Kudus,Mejobo,Hadiwarno,Kudus_Mejobo_Hadiwarno,residential
INST_6660,110.875,-6.829,MCF_LWAL-DUM_H:2,4,13,50000,Kudus,Mejobo,Jepang,Kudus_Mejobo_Jepang,residential
INST_6661,110.913,-6.85,MCF_LWAL-DUM_H:2,1,12,46200,Kudus,Mejobo,Jojo,Kudus_Mejobo_Jojo,residential
INST_6662,110.905,-6.849,MCF_LWAL-DUM_H:2,1,11,42300,Kudus,Mejobo,Kesambi,Kudus_Mejobo_Kesambi,residential
INST_6663,110.884,-6.852,MCF_LWAL-DUM_H:2,3,21,80800,Kudus,Mejobo,Kirig,Kudus_Mejobo_Kirig,residential
INST_6664,110.889,-6.828,MCF_LWAL-DUM_H:2,8,22,84700,Kudus,Mejobo,Mejobo,Kudus_Mejobo_Mejobo,residential
